Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
Petición HTTP,50,231,0,567,167.72,0.000%,47.03669,128.66,62.24,2801.0
TOTAL,50,231,0,567,167.72,0.000%,47.03669,128.66,62.24,2801.0
