Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
OLCE/submit/firefox-desktop/baseline/1/561ad1e2-437e-41cf-a39f-a85762be4b6a-758,400,359,0,1374,103.98,0.000%,223.46369,180.05,466.79,825.1
OLCE/olce-wp/-759,400,24041,0,54061,12655.28,0.000%,7.24415,163.62,3.43,23129.0
OLCE/v4/fullHashes:find-761,400,11707,0,22208,10415.08,0.000%,5.42513,3.09,3.59,584.0
OLCE/submit/firefox-desktop/newtab/1/78953d1f-d019-42fb-bb18-ef096b3481a3-760,400,2372,0,22507,5947.70,0.000%,4.97519,4.00,12.99,823.2
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/573/feedback/schema-763,400,24245,0,50728,10349.22,0.000%,3.05775,3.28,2.11,1099.0
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/574/feedback/schema-764,377,17418,0,61190,7935.87,0.000%,2.81312,2.63,1.94,955.7
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/575/feedback/schema-762,351,21092,0,56509,8528.25,0.000%,2.81277,2.72,1.94,991.4
OLCE/olce-wp/categoria-indicador/medio-ambiente/-765,380,24850,0,60599,7745.55,0.000%,2.48686,57.72,1.93,23768.3
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/575/feedback/schema-766,355,23615,0,41958,5250.13,0.000%,2.34477,2.67,1.69,1167.0
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/574/feedback/schema-767,361,22756,0,54747,6200.55,0.000%,2.28711,2.49,1.65,1116.7
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/573/feedback/schema-768,336,22054,0,41145,5007.36,0.000%,2.18185,2.58,1.58,1209.5
OLCE/olce-wp/indicador/empresas-que-han-tomado-medidas-para-reducir-su-huella-de-carbono/-769,345,22688,0,39791,4649.81,0.000%,2.26007,49.97,1.92,22638.5
OLCE/vuce-olce-ui/indicador-nacional/5.3-771,360,1074,0,15105,3023.97,0.000%,2.71229,11.68,2.23,4408.0
