Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
OLCE/submit/firefox-desktop/baseline/1/561ad1e2-437e-41cf-a39f-a85762be4b6a-758,50,416,0,593,64.54,0.000%,31.40704,25.21,65.61,822.0
OLCE/olce-wp/-759,50,3614,0,7107,1855.67,0.000%,6.01902,135.95,2.85,23128.9
OLCE/v4/fullHashes:find-761,50,185,0,368,29.24,0.000%,6.50703,3.71,4.30,584.0
OLCE/submit/firefox-desktop/newtab/1/78953d1f-d019-42fb-bb18-ef096b3481a3-760,50,256,0,323,20.10,0.000%,6.60328,5.27,17.24,817.4
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/573/feedback/schema-763,50,3914,0,5535,810.75,0.000%,4.65463,4.96,3.20,1092.2
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/574/feedback/schema-764,50,3099,0,5097,630.83,0.000%,5.42005,4.98,3.73,940.2
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/575/feedback/schema-762,50,2908,0,4216,681.55,0.000%,5.26316,5.18,3.62,1007.8
OLCE/olce-wp/categoria-indicador/medio-ambiente/-765,50,4873,0,7432,1196.85,0.000%,3.58423,83.02,2.79,23717.6
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/575/feedback/schema-766,50,2690,0,4223,853.97,0.000%,3.86757,4.41,2.79,1167.0
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/574/feedback/schema-767,50,2994,0,5129,708.14,0.000%,3.10694,3.27,2.25,1079.0
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/573/feedback/schema-768,50,2818,0,4916,876.96,0.000%,3.02243,3.68,2.18,1248.0
OLCE/olce-wp/indicador/empresas-que-han-tomado-medidas-para-reducir-su-huella-de-carbono/-769,50,4850,0,7357,993.88,0.000%,2.42037,53.36,2.06,22573.3
OLCE/vuce-olce-ui/indicador-nacional/5.3-771,50,105,0,310,64.90,0.000%,3.16616,13.59,2.60,4395.7
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/574/feedback/schema-774,50,2869,0,5118,853.74,0.000%,2.87886,3.07,2.38,1093.2
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/575/feedback/schema-772,50,2539,0,3676,610.24,0.000%,3.22020,2.70,2.67,858.2
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/573/feedback/schema-773,50,2393,0,3662,708.72,0.000%,3.03730,3.23,2.52,1088.8
OLCE/pass-through-https-cert/vuce-olce-api/v1/indicador/5.3-775,50,458,0,1211,218.20,0.000%,3.55593,5.01,2.46,1444.0
OLCE/pass-through-https-cert/vuce-olce-api/v1/indicador/5.3-776,50,188,0,719,113.68,0.000%,3.58166,4.22,10.01,1206.0
OLCE/pass-through-https-cert/vuce-olce-api/v1/indicador/table/5.3-777,50,169,0,800,141.53,0.000%,3.60075,4.89,3.30,1390.0
OLCE/pass-through-https-cert/vuce-olce-api/v1/indicador/5.3-778,50,197,0,479,115.16,0.000%,3.63663,3.85,10.40,1085.0
OLCE/pass-through-https-cert/vuce-olce-api/v1/indicador/table/5.3-779,50,199,0,541,100.90,0.000%,3.60205,48.90,10.32,13902.6
OLCE/pass-through-https-cert/vuce-olce-api/v1/indicador/table/5.3-780,50,171,0,394,100.25,0.000%,3.61716,4.91,3.31,1390.0
