Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
OLCE/submit/firefox-desktop/baseline/1/561ad1e2-437e-41cf-a39f-a85762be4b6a-758,50,367,0,457,37.22,0.000%,36.84598,30.13,76.97,837.2
OLCE/olce-wp/-759,50,4944,0,8636,1613.39,0.000%,5.32368,119.61,2.52,23005.9
OLCE/v4/fullHashes:find-761,50,154,0,171,4.49,0.000%,7.27590,4.15,4.81,584.0
OLCE/submit/firefox-desktop/newtab/1/78953d1f-d019-42fb-bb18-ef096b3481a3-760,50,274,0,336,35.32,0.000%,7.18184,5.74,18.75,818.2
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/573/feedback/schema-763,50,2810,0,4559,774.26,0.000%,4.99002,4.67,3.44,959.0
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/574/feedback/schema-764,50,2604,0,3826,782.49,0.000%,4.95344,3.82,3.41,789.9
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/575/feedback/schema-762,50,2552,0,3932,606.76,0.000%,4.35123,3.73,3.00,878.0
OLCE/olce-wp/categoria-indicador/medio-ambiente/-765,50,4670,0,6573,838.69,0.000%,3.36700,77.54,2.62,23581.6
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/575/feedback/schema-766,50,3026,0,4565,835.72,0.000%,3.77444,3.79,2.73,1027.0
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/574/feedback/schema-767,50,2797,0,4410,789.28,0.000%,3.79104,3.48,2.74,939.0
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/573/feedback/schema-768,50,2918,0,4406,901.32,0.000%,3.63901,3.94,2.63,1108.0
OLCE/olce-wp/indicador/empresas-que-han-tomado-medidas-para-reducir-su-huella-de-carbono/-769,50,4483,0,7294,1039.35,0.000%,3.35818,73.60,2.86,22441.8
OLCE/vuce-olce-ui/indicador-nacional/5.3-771,50,35,0,290,42.89,0.000%,4.50410,18.72,3.70,4255.9
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/574/feedback/schema-774,50,2663,0,4200,776.42,0.000%,3.83966,3.56,3.18,949.8
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/575/feedback/schema-772,50,2528,0,4275,818.57,0.000%,3.63451,2.56,3.01,721.6
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/573/feedback/schema-773,50,2273,0,4584,814.27,0.000%,3.37564,3.11,2.80,942.0
OLCE/pass-through-https-cert/vuce-olce-api/v1/indicador/5.3-775,50,143,0,388,82.39,0.000%,4.06240,5.73,2.81,1443.9
OLCE/pass-through-https-cert/vuce-olce-api/v1/indicador/5.3-776,50,180,0,484,133.49,0.000%,4.07034,4.79,11.38,1205.9
OLCE/pass-through-https-cert/vuce-olce-api/v1/indicador/table/5.3-777,50,86,0,338,71.17,0.000%,4.08263,5.54,3.74,1390.0
OLCE/pass-through-https-cert/vuce-olce-api/v1/indicador/5.3-778,50,155,0,485,102.18,0.000%,4.07498,4.32,11.66,1085.0
OLCE/pass-through-https-cert/vuce-olce-api/v1/indicador/table/5.3-779,50,178,0,498,116.17,0.000%,4.07398,55.31,11.68,13902.3
OLCE/pass-through-https-cert/vuce-olce-api/v1/indicador/table/5.3-780,50,71,0,240,56.54,0.000%,4.09199,5.55,3.75,1390.0
