Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
OLCE/submit/firefox-desktop/baseline/1/561ad1e2-437e-41cf-a39f-a85762be4b6a-758,450,432,0,1443,176.86,0.000%,234.98695,189.98,490.86,827.9
OLCE/olce-wp/-759,450,26999,0,55000,13872.30,0.000%,8.07045,181.32,3.82,23005.8
OLCE/v4/fullHashes:find-761,450,17980,0,21235,7530.62,0.000%,5.95656,3.40,3.94,584.0
OLCE/submit/firefox-desktop/newtab/1/78953d1f-d019-42fb-bb18-ef096b3481a3-760,428,1455,0,15496,3451.61,0.000%,5.02465,4.04,13.12,822.7
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/573/feedback/schema-763,450,22269,0,72255,10785.24,0.000%,3.21380,3.01,2.21,959.0
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/574/feedback/schema-764,411,20969,0,48406,8070.84,0.000%,2.80011,2.28,1.93,833.0
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/575/feedback/schema-762,437,25470,0,54873,8776.14,0.000%,2.96356,2.43,2.04,839.4
OLCE/olce-wp/categoria-indicador/medio-ambiente/-765,442,32472,0,54149,6884.34,0.000%,2.71224,62.66,2.11,23657.8
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/575/feedback/schema-766,419,31161,0,80555,6565.92,0.000%,2.11619,2.10,1.53,1016.3
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/574/feedback/schema-767,399,30403,0,55337,6857.03,0.000%,1.91013,1.84,1.38,988.1
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/573/feedback/schema-768,416,30904,0,57835,7476.90,0.000%,1.95851,1.99,1.42,1042.1
OLCE/olce-wp/indicador/empresas-que-han-tomado-medidas-para-reducir-su-huella-de-carbono/-769,413,35934,0,70482,7137.47,0.000%,1.98410,43.63,1.69,22515.9
OLCE/vuce-olce-ui/indicador-nacional/5.3-771,426,913,0,15148,2876.06,0.000%,2.36589,9.88,1.95,4276.6
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/574/feedback/schema-774,448,29294,0,51573,5252.83,0.000%,2.05920,1.96,1.70,973.1
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/575/feedback/schema-772,450,26763,0,51947,4346.76,0.000%,1.83133,1.33,1.51,746.4
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/573/feedback/schema-773,449,25858,0,52756,4695.33,0.000%,1.92003,1.81,1.58,965.7
OLCE/pass-through-https-cert/vuce-olce-api/v1/indicador/5.3-775,419,1111,0,16187,2864.22,0.000%,2.10184,2.96,1.45,1444.0
OLCE/pass-through-https-cert/vuce-olce-api/v1/indicador/5.3-776,441,615,0,15257,1822.51,0.000%,2.21208,2.62,6.16,1211.2
OLCE/pass-through-https-cert/vuce-olce-api/v1/indicador/table/5.3-777,446,240,0,15087,827.73,0.000%,2.23735,3.04,2.04,1390.6
OLCE/pass-through-https-cert/vuce-olce-api/v1/indicador/5.3-778,450,323,0,7242,565.69,0.000%,2.25723,2.40,6.45,1087.8
OLCE/pass-through-https-cert/vuce-olce-api/v1/indicador/table/5.3-779,450,314,0,1900,330.77,0.000%,2.25737,30.65,6.47,13902.6
OLCE/pass-through-https-cert/vuce-olce-api/v1/indicador/table/5.3-780,450,187,0,1725,264.70,0.000%,2.25738,3.06,2.07,1390.0
OLCE/pass-through-https-cert/vuce-olce-api/v1/indicador/table/5.3-781,450,307,0,1827,333.72,0.000%,2.25703,30.64,6.47,13902.8
OLCE/olce-wp/wp-json/olcerest/v2/indicador-782,437,27837,0,64390,5620.16,0.000%,1.79930,3.38,1.40,1926.2
OLCE/pass-through-https-cert/vuce-olce-api/v1/indicador/5.3-783,449,186,0,3074,303.94,0.000%,2.12312,2.88,1.93,1389.2
OLCE/olce-wp/categoria-indicador/medio-ambiente-784,382,54528,0,84836,9007.18,0.000%,1.40736,33.65,2.57,24481.6
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/573/feedback/schema-787,396,27300,0,44804,5186.15,0.000%,1.62388,1.55,1.27,975.2
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/575/feedback/schema-786,420,27270,0,51176,5053.72,0.000%,1.73869,1.33,1.36,781.2
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/574/feedback/schema-788,437,27746,0,43823,4784.62,0.000%,1.87818,1.72,1.47,936.1
OLCE/vuce-olce-ui/indicador-nacional/5.2-791,434,982,0,15093,2535.77,0.000%,2.16429,8.95,1.90,4236.8
OLCE/olce-wp/indicador/empresas-que-miden-su-huella-de-carbono-del-sector-logistica/-789,436,30156,0,59893,5618.37,0.000%,1.99478,43.62,1.81,22391.2
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/575/feedback/schema-792,444,26623,0,56420,5519.20,0.000%,2.14492,1.75,1.77,837.8
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/573/feedback/schema-793,399,21772,0,40867,7653.99,0.000%,1.92172,1.79,1.58,952.2
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/574/feedback/schema-794,369,17618,0,38333,8075.65,0.000%,1.57972,1.61,1.30,1042.2
OLCE/pass-through-https-cert/vuce-olce-api/v1/indicador/5.2-795,174,3300,0,15361,4422.04,0.000%,1.15331,1.56,1.05,1389.0
OLCE/pass-through-https-cert/vuce-olce-api/v1/indicador/5.2-796,235,1210,0,15335,3039.56,0.000%,1.02293,1.37,2.93,1376.0
OLCE/pass-through-https-cert/vuce-olce-api/v1/indicador/table/5.2-797,271,782,0,15148,2589.92,0.000%,1.17990,1.60,1.08,1389.9
OLCE/pass-through-https-cert/vuce-olce-api/v1/indicador/5.2-798,296,717,0,15474,2673.08,0.000%,1.28551,1.73,3.68,1376.0
OLCE/pass-through-https-cert/vuce-olce-api/v1/indicador/table/5.2-799,324,635,0,15354,2302.86,0.000%,1.40607,19.09,4.03,13899.2
OLCE/pass-through-https-cert/vuce-olce-api/v1/indicador/table/5.2-800,345,451,0,15195,2108.45,0.000%,1.45949,1.98,1.34,1389.9
OLCE/pass-through-https-cert/vuce-olce-api/v1/indicador/table/5.2-801,372,542,0,15440,2117.94,0.000%,1.53367,20.82,4.40,13898.7
OLCE/v1/tiles-803,155,3863,0,15948,4855.88,0.000%,.58372,0.08,0.16,138.0
OLCE/spocs-802,136,4124,0,15407,4932.47,0.000%,.45717,0.60,0.23,1352.0
OLCE/success.txt-804,450,16629,0,21183,7919.08,0.000%,1.24742,0.26,0.40,216.0
OLCE/canonical.html-806,450,50,0,74,2.83,0.000%,1.24759,0.36,0.39,298.0
OLCE/success.txt-805,450,50,0,86,3.70,0.000%,1.24757,0.26,0.40,216.0
OLCE/success.txt-807,450,50,0,89,3.66,0.000%,1.24755,0.26,0.40,216.0
OLCE/success.txt-808,450,50,0,82,3.02,0.000%,1.24753,0.26,0.40,216.0
OLCE/olce-wp/wp-json/olcerest/v2/indicador-809,146,13474,0,47425,8924.87,0.000%,.37628,0.71,0.29,1942.0
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/575/feedback/schema-813,267,11284,0,46348,10021.46,0.000%,.64928,0.57,0.51,903.5
OLCE/olce-wp/categoria-indicador/medio-ambiente-811,219,21476,0,72548,15883.18,0.000%,.56030,13.39,1.02,24467.9
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/574/feedback/schema-815,307,11682,0,48340,10363.78,0.000%,.72500,0.62,0.57,880.4
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/573/feedback/schema-814,340,12457,0,49252,10869.92,0.000%,.78148,0.74,0.62,972.3
OLCE/olce-wp/categoria-indicador/flujos-y-comercio-exterior/-816,369,15231,0,45483,11353.17,0.000%,.79747,19.88,0.71,25530.5
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/575/feedback/schema-817,376,14432,0,45320,11617.90,0.000%,.78174,0.73,0.63,962.1
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/574/feedback/schema-819,395,15150,0,49576,11338.14,0.000%,.79855,0.71,0.64,906.2
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/573/feedback/schema-818,413,16123,0,46711,11744.49,0.000%,.79426,0.79,0.64,1016.0
OLCE/olce-wp/indicador/importaciones-a-traves-de-mecanismo-de-importa-facil/-820,421,18654,0,54465,12251.42,0.000%,.77169,16.95,0.71,22489.9
OLCE/vuce-olce-ui/indicador-nacional/2.12-822,416,532,0,15241,2162.01,0.000%,.76740,3.11,0.67,4155.9
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/575/feedback/schema-824,431,18421,0,53346,11646.45,0.000%,.75006,0.67,0.61,918.3
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/574/feedback/schema-825,432,18687,0,51646,11531.89,0.000%,.72426,0.63,0.59,887.9
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/573/feedback/schema-823,420,19104,0,44900,11530.46,0.000%,.68110,0.65,0.56,980.2
OLCE/submit/firefox-desktop/pageload/1/cc193f11-2008-42cc-b2eb-76b6f652190c-827,327,2281,0,15595,3921.32,0.000%,.53340,0.43,1.93,827.3
OLCE/pass-through-https-cert/vuce-olce-api/v1/indicador/5.2-810,338,2316,0,15230,4106.30,0.000%,.56884,0.77,0.52,1389.0
OLCE/pass-through-https-cert/vuce-olce-api/v1/indicador/2.12-826,383,640,0,15256,2580.59,0.000%,.65047,0.88,0.59,1389.8
OLCE/olce-wp/categoria-indicador/flujos-y-comercio-exterior-828,361,47021,0,83815,16586.76,0.000%,.57063,14.58,1.04,26158.2
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/573/feedback/schema-831,397,22794,0,54776,8548.70,0.000%,.60746,0.62,0.49,1041.1
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/575/feedback/schema-830,405,21987,0,44507,7978.50,0.000%,.60282,0.48,0.48,814.0
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/574/feedback/schema-832,418,22067,0,42804,8253.99,0.000%,.60525,0.60,0.48,1023.4
OLCE/olce-wp/indicador/distribucion-de-las-importaciones-por-cuode-en-valor-monetario/-833,425,22813,0,49143,7465.66,0.000%,.59633,13.11,0.55,22508.1
OLCE/vuce-olce-ui/indicador-nacional/2.2.2-835,428,535,0,15156,2175.72,0.000%,.60085,2.45,0.53,4167.2
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/573/feedback/schema-836,441,21167,0,51962,6676.52,0.000%,.59238,0.59,0.49,1011.5
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/574/feedback/schema-838,441,21344,0,51872,6927.91,0.000%,.58016,0.50,0.48,887.8
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/575/feedback/schema-837,439,20821,0,53770,6630.64,0.000%,.56832,0.51,0.47,914.8
OLCE/pass-through-https-cert/vuce-olce-api/v1/indicador/2.2.2-839,424,936,0,15124,2477.71,0.000%,.54921,0.74,0.50,1389.0
OLCE/pass-through-https-cert/vuce-olce-api/v1/indicador/2.2.2-840,446,436,0,16226,1384.43,0.000%,.57757,45.27,1.65,80253.1
OLCE/pass-through-https-cert/vuce-olce-api/v1/indicador/table/2.2.2-841,448,68,0,7152,365.77,0.000%,.58024,0.79,0.53,1390.0
OLCE/pass-through-https-cert/vuce-olce-api/v1/indicador/2.2.2-842,448,219,0,3440,246.67,0.000%,.58008,45.46,1.66,80252.7
OLCE/pass-through-https-cert/vuce-olce-api/v1/indicador/table/2.2.2-843,450,1047,0,15811,969.01,0.000%,.58222,626.67,1.67,1102190.9
OLCE/olce-wp/categoria-indicador/flujos-y-comercio-exterior-844,424,42943,0,83463,11069.54,0.000%,.53061,13.55,0.98,26154.9
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/574/feedback/schema-846,438,19871,0,41294,6294.44,0.000%,.54383,0.55,0.43,1041.0
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/573/feedback/schema-848,443,19434,0,44459,6784.80,0.000%,.54509,0.47,0.44,883.0
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/575/feedback/schema-847,444,18705,0,56110,7138.61,0.000%,.54228,0.50,0.43,947.6
OLCE/olce-wp/indicador/distribucion-de-las-exportaciones-por-sector-economico-en-peso/-849,439,19412,0,43341,6976.46,0.000%,.53545,11.76,0.50,22484.1
OLCE/vuce-olce-ui/indicador-nacional/2.1.1-851,446,127,0,15106,881.05,0.000%,.54489,2.22,0.48,4169.6
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/575/feedback/schema-852,448,17026,0,41701,7358.22,0.000%,.54561,0.42,0.45,779.6
OLCE/pass-through-https-cert/vuce-olce-api/v1/indicador/2.1.1-855,438,567,0,15220,2159.71,0.000%,.53284,0.72,0.49,1389.1
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/574/feedback/schema-854,444,15270,0,41744,8069.03,0.000%,.54008,0.48,0.45,901.7
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/573/feedback/schema-853,445,13705,0,42529,7782.65,0.000%,.54157,0.52,0.45,987.2
OLCE/pass-through-https-cert/vuce-olce-api/v1/indicador/2.1.1-856,447,311,0,15238,907.87,0.000%,.54358,4.23,1.56,7973.0
OLCE/pass-through-https-cert/vuce-olce-api/v1/indicador/table/2.1.1-857,449,119,0,3110,291.41,0.000%,.54585,0.74,0.50,1390.0
OLCE/pass-through-https-cert/vuce-olce-api/v1/indicador/2.1.1-858,450,247,0,2480,309.47,0.000%,.54625,4.25,1.56,7973.0
OLCE/pass-through-https-cert/vuce-olce-api/v1/indicador/table/2.1.1-859,450,827,0,6139,1152.91,0.000%,.54505,160.89,1.56,302273.5
TOTAL,37381,13571,0,84836,14542.79,0.000%,23.45032,539.94,28.04,23577.4
