Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
OLCE/submit/firefox-desktop/baseline/1/561ad1e2-437e-41cf-a39f-a85762be4b6a-758,100,367,0,433,32.33,0.000%,.16824,0.14,0.35,831.1
OLCE/olce-wp/-759,100,341,0,807,86.72,0.000%,.16829,3.78,0.08,23005.5
OLCE/v4/fullHashes:find-761,100,154,0,168,3.24,0.000%,.16834,0.10,0.11,584.0
OLCE/submit/firefox-desktop/newtab/1/78953d1f-d019-42fb-bb18-ef096b3481a3-760,100,261,0,385,36.79,0.000%,.16830,0.14,0.44,832.6
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/573/feedback/schema-763,100,160,0,320,41.53,0.000%,.16832,0.13,0.12,794.1
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/574/feedback/schema-764,100,158,0,297,42.32,0.000%,.16832,0.13,0.12,807.0
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/575/feedback/schema-762,100,156,0,249,35.32,0.000%,.16832,0.12,0.12,757.2
OLCE/olce-wp/categoria-indicador/medio-ambiente/-765,100,291,0,516,79.20,0.000%,.16828,3.89,0.13,23656.0
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/575/feedback/schema-766,100,154,0,348,44.81,0.000%,.16831,0.15,0.12,884.1
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/574/feedback/schema-767,100,154,0,323,44.03,0.000%,.16831,0.16,0.12,949.2
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/573/feedback/schema-768,100,157,0,278,42.42,0.000%,.16832,0.16,0.12,960.1
OLCE/olce-wp/indicador/empresas-que-han-tomado-medidas-para-reducir-su-huella-de-carbono/-769,100,281,0,740,97.70,0.000%,.16830,3.69,0.14,22470.7
OLCE/vuce-olce-ui/indicador-nacional/5.3-771,100,20,0,54,5.09,0.000%,.16836,0.68,0.14,4134.8
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/574/feedback/schema-774,100,148,0,284,37.68,0.000%,.16833,0.14,0.14,822.2
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/575/feedback/schema-772,100,147,0,297,34.02,0.000%,.16833,0.12,0.14,740.3
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/573/feedback/schema-773,100,146,0,285,34.71,0.000%,.16832,0.13,0.14,817.9
OLCE/pass-through-https-cert/vuce-olce-api/v1/indicador/5.3-775,100,67,0,287,25.21,0.000%,.16835,0.24,0.12,1444.0
OLCE/pass-through-https-cert/vuce-olce-api/v1/indicador/5.3-776,100,65,0,116,15.76,0.000%,.16836,0.20,0.47,1206.0
OLCE/pass-through-https-cert/vuce-olce-api/v1/indicador/table/5.3-777,100,26,0,54,5.70,0.000%,.16837,0.23,0.15,1390.0
OLCE/pass-through-https-cert/vuce-olce-api/v1/indicador/5.3-778,100,64,0,271,25.61,0.000%,.16836,0.18,0.48,1085.0
OLCE/pass-through-https-cert/vuce-olce-api/v1/indicador/table/5.3-779,100,68,0,128,17.23,0.000%,.16836,2.29,0.48,13901.6
OLCE/pass-through-https-cert/vuce-olce-api/v1/indicador/table/5.3-780,100,28,0,61,7.50,0.000%,.16837,0.23,0.15,1390.0
