Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
OLCE/submit/firefox-desktop/baseline/1/561ad1e2-437e-41cf-a39f-a85762be4b6a-758,400,542,0,3494,560.41,0.000%,97.68010,78.58,204.04,823.8
OLCE/olce-wp/-759,400,23914,0,55355,12479.65,0.000%,7.01238,157.54,3.32,23005.7
OLCE/v4/fullHashes:find-761,400,12904,0,21289,10206.51,0.000%,5.25093,2.99,3.47,584.0
OLCE/submit/firefox-desktop/newtab/1/78953d1f-d019-42fb-bb18-ef096b3481a3-760,383,1267,0,15532,3294.41,0.000%,4.69070,3.79,12.24,827.6
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/573/feedback/schema-763,400,23494,0,48358,11167.39,0.000%,3.13089,2.93,2.16,959.0
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/574/feedback/schema-764,392,17248,0,51458,7228.89,0.000%,2.98083,2.40,2.05,824.7
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/575/feedback/schema-762,371,21488,0,55305,7824.05,0.000%,2.72702,2.25,1.88,843.2
OLCE/olce-wp/categoria-indicador/medio-ambiente/-765,388,24607,0,56166,6631.93,0.000%,2.33812,54.01,1.82,23653.3
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/575/feedback/schema-766,392,24985,0,43292,5128.23,0.000%,2.31289,2.32,1.67,1026.6
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/574/feedback/schema-767,385,24650,0,63694,5046.33,0.000%,2.14041,2.04,1.55,974.3
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/573/feedback/schema-768,392,24282,0,54646,5841.78,0.000%,2.21309,2.32,1.60,1075.0
OLCE/olce-wp/indicador/empresas-que-han-tomado-medidas-para-reducir-su-huella-de-carbono/-769,385,25993,0,50195,5186.37,0.000%,2.12161,46.62,1.81,22502.4
OLCE/vuce-olce-ui/indicador-nacional/5.3-771,388,779,0,15129,2554.37,0.000%,2.48427,10.34,2.04,4261.1
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/574/feedback/schema-774,393,23558,0,46154,5376.77,0.000%,2.09613,1.96,1.73,957.9
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/575/feedback/schema-772,400,22170,0,45662,5645.39,0.000%,2.15459,1.54,1.78,734.0
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/573/feedback/schema-773,400,22356,0,46488,5043.23,0.000%,2.13355,1.97,1.76,944.2
OLCE/pass-through-https-cert/vuce-olce-api/v1/indicador/5.3-775,398,279,0,7100,896.86,0.000%,2.24765,3.17,1.55,1443.9
OLCE/pass-through-https-cert/vuce-olce-api/v1/indicador/5.3-776,400,88,0,521,48.07,0.000%,2.25930,2.66,6.31,1206.4
OLCE/pass-through-https-cert/vuce-olce-api/v1/indicador/table/5.3-777,400,38,0,255,22.73,0.000%,2.25981,3.07,2.07,1390.0
OLCE/pass-through-https-cert/vuce-olce-api/v1/indicador/5.3-778,400,87,0,546,48.66,0.000%,2.25949,2.39,6.46,1085.0
OLCE/pass-through-https-cert/vuce-olce-api/v1/indicador/table/5.3-779,400,90,0,642,50.08,0.000%,2.25967,30.68,6.48,13902.8
OLCE/pass-through-https-cert/vuce-olce-api/v1/indicador/table/5.3-780,400,38,0,297,26.29,0.000%,2.26035,3.07,2.07,1390.0
OLCE/pass-through-https-cert/vuce-olce-api/v1/indicador/table/5.3-781,400,111,0,7217,360.85,0.000%,2.25999,30.68,6.48,13902.8
OLCE/olce-wp/wp-json/olcerest/v2/indicador-782,400,23870,0,48994,5453.44,0.000%,1.95844,3.61,1.53,1885.2
OLCE/pass-through-https-cert/vuce-olce-api/v1/indicador/5.3-783,400,46,0,1067,61.67,0.000%,2.23552,3.03,2.03,1389.3
OLCE/olce-wp/categoria-indicador/medio-ambiente-784,390,49694,0,88780,8306.55,0.000%,1.64041,39.22,3.00,24482.8
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/573/feedback/schema-787,396,25415,0,50840,5218.62,0.000%,1.83411,1.72,1.44,962.3
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/575/feedback/schema-786,382,23981,0,50363,4656.48,0.000%,1.75352,1.27,1.38,739.9
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/574/feedback/schema-788,379,24051,0,51549,5366.89,0.000%,1.76804,1.62,1.39,937.0
OLCE/olce-wp/indicador/empresas-que-miden-su-huella-de-carbono-del-sector-logistica/-789,380,25572,0,48212,4897.15,0.000%,1.84422,40.26,1.68,22351.6
OLCE/vuce-olce-ui/indicador-nacional/5.2-791,384,519,0,15110,2136.77,0.000%,2.13644,8.87,1.88,4252.6
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/575/feedback/schema-792,397,23430,0,42076,4576.26,0.000%,2.11942,1.78,1.74,861.8
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/573/feedback/schema-793,377,21418,0,47698,6139.64,0.000%,1.83577,1.72,1.51,957.8
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/574/feedback/schema-794,354,18258,0,57001,7485.63,0.000%,1.87845,1.99,1.55,1086.3
OLCE/pass-through-https-cert/vuce-olce-api/v1/indicador/5.2-795,222,2759,0,15117,4231.64,0.000%,1.67196,2.27,1.52,1388.9
OLCE/pass-through-https-cert/vuce-olce-api/v1/indicador/5.2-796,271,786,0,15714,2632.85,0.000%,2.00802,2.70,5.74,1376.0
OLCE/pass-through-https-cert/vuce-olce-api/v1/indicador/table/5.2-797,294,495,0,15101,2193.42,0.000%,1.49050,2.02,1.37,1389.9
OLCE/pass-through-https-cert/vuce-olce-api/v1/indicador/5.2-798,310,441,0,15259,2077.47,0.000%,1.33328,1.79,3.81,1376.0
OLCE/pass-through-https-cert/vuce-olce-api/v1/indicador/table/5.2-799,327,359,0,15255,1679.40,0.000%,1.40636,19.09,4.03,13898.7
OLCE/pass-through-https-cert/vuce-olce-api/v1/indicador/table/5.2-800,337,272,0,15098,1589.20,0.000%,1.44955,1.97,1.33,1389.9
OLCE/pass-through-https-cert/vuce-olce-api/v1/indicador/table/5.2-801,355,358,0,15369,1780.22,0.000%,1.42275,19.31,4.08,13898.9
OLCE/v1/tiles-803,185,3402,0,15956,4809.46,0.000%,.70126,0.09,0.19,138.0
OLCE/spocs-802,172,3621,0,15937,5017.18,0.000%,.59628,0.79,0.30,1352.0
OLCE/success.txt-804,400,14351,0,21221,9179.68,0.000%,1.31534,0.28,0.42,216.0
OLCE/canonical.html-806,400,50,0,65,2.61,0.000%,1.31560,0.38,0.42,298.0
OLCE/success.txt-805,400,50,0,93,3.15,0.000%,1.31560,0.28,0.42,216.0
OLCE/success.txt-807,400,50,0,92,3.41,0.000%,1.31561,0.28,0.42,216.0
OLCE/success.txt-808,400,50,0,95,3.35,0.000%,1.31561,0.28,0.42,216.0
OLCE/olce-wp/wp-json/olcerest/v2/indicador-809,173,13871,0,32959,7308.17,0.000%,.52119,0.99,0.41,1942.0
OLCE/olce-wp/categoria-indicador/medio-ambiente-811,200,21254,0,80852,13315.80,0.000%,.51655,12.35,0.94,24477.9
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/575/feedback/schema-813,243,8959,0,27559,6837.96,0.000%,.66114,0.59,0.52,908.7
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/574/feedback/schema-815,280,9204,0,36760,7734.65,0.000%,.74379,0.63,0.59,868.5
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/573/feedback/schema-814,304,9287,0,37725,8368.42,0.000%,.77083,0.74,0.61,985.8
OLCE/olce-wp/categoria-indicador/flujos-y-comercio-exterior/-816,327,11592,0,37091,8245.90,0.000%,.78155,19.46,0.69,25499.4
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/575/feedback/schema-817,348,10555,0,50626,9611.83,0.000%,.79613,0.75,0.64,968.8
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/574/feedback/schema-819,360,10353,0,36045,8443.85,0.000%,.78681,0.69,0.63,895.5
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/573/feedback/schema-818,379,11220,0,48971,9331.84,0.000%,.79181,0.81,0.63,1042.8
OLCE/olce-wp/indicador/importaciones-a-traves-de-mecanismo-de-importa-facil/-820,381,13550,0,61014,9977.23,0.000%,.76014,16.67,0.70,22462.1
OLCE/vuce-olce-ui/indicador-nacional/2.12-822,378,259,0,15091,1611.76,0.000%,.76150,3.09,0.67,4157.7
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/575/feedback/schema-824,381,13234,0,41019,9755.02,0.000%,.70720,0.64,0.58,929.6
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/574/feedback/schema-825,367,14309,0,48745,9535.77,0.000%,.65739,0.56,0.54,870.8
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/573/feedback/schema-823,352,15218,0,51666,9941.78,0.000%,.61256,0.60,0.50,1001.4
OLCE/submit/firefox-desktop/pageload/1/cc193f11-2008-42cc-b2eb-76b6f652190c-827,259,1708,0,15528,3399.70,0.000%,.45631,0.37,1.65,821.1
OLCE/pass-through-https-cert/vuce-olce-api/v1/indicador/5.2-810,250,2038,0,15127,4201.47,0.000%,.44419,0.60,0.40,1389.0
