Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
OLCE/submit/firefox-desktop/baseline/1/561ad1e2-437e-41cf-a39f-a85762be4b6a-758,100,369,0,442,33.81,0.000%,69.78367,56.07,145.77,822.8
OLCE/olce-wp/-759,100,7854,0,14227,3017.51,0.000%,6.54664,147.08,3.10,23005.6
OLCE/v4/fullHashes:find-761,100,154,0,166,4.41,0.000%,7.26058,4.14,4.80,584.0
OLCE/submit/firefox-desktop/newtab/1/78953d1f-d019-42fb-bb18-ef096b3481a3-760,100,273,0,327,31.43,0.000%,7.17927,5.85,18.74,834.0
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/573/feedback/schema-763,100,6722,0,11873,1678.67,0.000%,5.38706,5.04,3.71,957.3
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/574/feedback/schema-764,100,5129,0,6503,702.11,0.000%,6.47710,5.02,4.46,793.4
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/575/feedback/schema-762,100,5395,0,9691,855.90,0.000%,5.21839,4.46,3.59,874.6
OLCE/olce-wp/categoria-indicador/medio-ambiente/-765,100,8737,0,12219,1684.41,0.000%,4.49681,103.59,3.50,23588.2
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/575/feedback/schema-766,100,6474,0,9698,1224.65,0.000%,4.70921,4.72,3.40,1027.0
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/574/feedback/schema-767,100,5306,0,8352,791.54,0.000%,5.24934,4.82,3.79,940.7
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/573/feedback/schema-768,100,5367,0,8039,901.59,0.000%,5.09866,5.51,3.68,1106.3
OLCE/olce-wp/indicador/empresas-que-han-tomado-medidas-para-reducir-su-huella-de-carbono/-769,100,7722,0,10495,1081.02,0.000%,4.22976,92.71,3.60,22445.2
OLCE/vuce-olce-ui/indicador-nacional/5.3-771,100,35,0,116,21.62,0.000%,5.75606,23.92,4.73,4255.6
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/574/feedback/schema-774,100,5238,0,7385,798.43,0.000%,4.67508,4.38,3.87,960.0
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/575/feedback/schema-772,100,4960,0,6061,605.21,0.000%,5.15756,3.57,4.27,709.7
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/573/feedback/schema-773,100,4885,0,6256,641.35,0.000%,4.88019,4.56,4.04,957.3
OLCE/pass-through-https-cert/vuce-olce-api/v1/indicador/5.3-775,100,156,0,508,113.53,0.000%,6.45828,9.11,4.47,1444.0
OLCE/pass-through-https-cert/vuce-olce-api/v1/indicador/5.3-776,100,257,0,715,189.15,0.000%,6.46663,7.62,18.07,1206.0
OLCE/pass-through-https-cert/vuce-olce-api/v1/indicador/table/5.3-777,100,119,0,503,115.39,0.000%,6.48256,8.80,5.94,1390.0
OLCE/pass-through-https-cert/vuce-olce-api/v1/indicador/5.3-778,100,226,0,652,160.29,0.000%,6.46914,6.85,18.50,1085.0
OLCE/pass-through-https-cert/vuce-olce-api/v1/indicador/table/5.3-779,100,225,0,771,153.93,0.000%,6.46663,87.80,18.53,13902.9
OLCE/pass-through-https-cert/vuce-olce-api/v1/indicador/table/5.3-780,100,139,0,622,132.48,0.000%,6.48256,8.80,5.94,1390.0
OLCE/pass-through-https-cert/vuce-olce-api/v1/indicador/table/5.3-781,100,227,0,645,155.81,0.000%,6.46705,87.80,18.54,13901.9
OLCE/olce-wp/wp-json/olcerest/v2/indicador-782,100,5036,0,7803,954.56,0.000%,4.56059,8.49,3.57,1906.9
OLCE/pass-through-https-cert/vuce-olce-api/v1/indicador/5.3-783,100,95,0,635,121.70,0.000%,5.84659,7.93,5.32,1389.2
OLCE/olce-wp/categoria-indicador/medio-ambiente-784,100,13731,0,17039,1893.39,0.000%,3.09876,74.07,5.68,24477.8
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/573/feedback/schema-787,100,6241,0,8867,988.47,0.000%,3.62306,3.39,2.86,959.0
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/575/feedback/schema-786,100,5648,0,8002,863.69,0.000%,3.39455,2.36,2.68,711.4
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/574/feedback/schema-788,100,5589,0,7456,866.36,0.000%,3.47838,3.25,2.74,956.6
OLCE/olce-wp/indicador/empresas-que-miden-su-huella-de-carbono-del-sector-logistica/-789,100,7670,0,10076,945.70,0.000%,3.24696,70.69,2.96,22294.4
OLCE/vuce-olce-ui/indicador-nacional/5.2-791,100,40,0,73,19.12,0.000%,4.22226,17.53,3.73,4251.7
