Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
OLCE/submit/firefox-desktop/baseline/1/561ad1e2-437e-41cf-a39f-a85762be4b6a-758,500,448,0,1423,154.65,0.000%,267.66595,215.99,559.12,826.3
OLCE/olce-wp/-759,469,28217,0,57001,14656.24,0.000%,8.16291,183.39,3.87,23005.8
OLCE/v4/fullHashes:find-761,500,20905,0,21223,1981.47,0.000%,6.55506,3.74,4.33,584.0
OLCE/submit/firefox-desktop/newtab/1/78953d1f-d019-42fb-bb18-ef096b3481a3-760,466,1561,0,15497,3587.80,0.000%,5.48959,4.41,14.33,822.3
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/573/feedback/schema-763,460,20906,0,53902,6202.04,0.000%,3.49470,3.27,2.41,959.0
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/574/feedback/schema-764,429,22103,0,55737,9026.70,0.000%,3.38689,2.79,2.32,845.0
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/575/feedback/schema-762,469,26202,0,74951,9340.45,0.000%,3.24819,2.65,2.22,836.6
OLCE/olce-wp/categoria-indicador/medio-ambiente/-765,468,33041,0,62561,7100.23,0.000%,2.96073,68.42,2.29,23663.0
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/575/feedback/schema-766,451,31891,0,66334,6381.22,0.000%,2.58754,2.58,1.87,1019.7
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/574/feedback/schema-767,450,30401,0,75702,6752.63,0.000%,2.39729,2.33,1.73,994.4
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/573/feedback/schema-768,454,31403,0,67678,5901.87,0.000%,2.28094,2.32,1.65,1039.4
OLCE/olce-wp/indicador/empresas-que-han-tomado-medidas-para-reducir-su-huella-de-carbono/-769,453,34798,0,57563,6049.40,0.000%,2.11981,46.62,1.81,22519.8
OLCE/vuce-olce-ui/indicador-nacional/5.3-771,461,1040,0,15103,3044.30,0.000%,2.48183,10.35,2.04,4272.1
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/574/feedback/schema-774,467,36005,0,59566,6012.62,0.000%,2.21451,2.09,1.82,968.6
OLCE/pass-through-https-cert/vuce-olce-api/v1/indicador/5.3-776,468,357,0,15265,1353.18,0.000%,1.96018,2.32,5.47,1213.0
OLCE/pass-through-https-cert/vuce-olce-api/v1/indicador/table/5.3-777,480,500,0,132230,6091.11,0.000%,1.83695,2.49,1.67,1388.5
OLCE/pass-through-https-cert/vuce-olce-api/v1/indicador/5.3-778,480,465,0,82150,4056.72,0.000%,1.82942,1.95,5.22,1093.2
OLCE/pass-through-https-cert/vuce-olce-api/v1/indicador/table/5.3-779,480,272,0,42401,2068.64,0.000%,1.82939,24.84,5.24,13903.3
OLCE/pass-through-https-cert/vuce-olce-api/v1/indicador/table/5.3-780,480,99,0,3088,305.35,0.000%,1.62957,2.21,1.49,1390.1
OLCE/pass-through-https-cert/vuce-olce-api/v1/indicador/table/5.3-781,482,355,0,91258,4179.00,0.000%,1.63611,22.21,4.69,13903.3
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/575/feedback/schema-772,445,33463,0,59028,5912.88,0.000%,2.01221,1.46,1.66,743.2
OLCE/pass-through-https-cert/vuce-olce-api/v1/indicador/5.3-775,454,1108,0,74835,4824.37,0.000%,1.96735,2.77,1.36,1444.0
OLCE/pass-through-https-cert/vuce-olce-api/v1/indicador/5.3-783,470,480,0,21032,1930.50,0.000%,1.42871,1.94,1.30,1389.4
