Etiqueta,# Muestras,Media,Mín,Máx,Desv. Estándar,% Error,Rendimiento,Kb/sec,Sent KB/sec,Media de Bytes
OLCE/submit/firefox-desktop/baseline/1/561ad1e2-437e-41cf-a39f-a85762be4b6a-758,50,2126,272,12430,4096.40,0.000%,.08502,0.07,0.18,833.9
OLCE/olce-wp/-759,50,288,211,843,98.44,0.000%,.08680,1.96,0.04,23129.0
OLCE/v4/fullHashes:find-761,50,343,111,11189,1549.33,0.000%,.08686,0.05,0.06,584.0
OLCE/submit/firefox-desktop/newtab/1/78953d1f-d019-42fb-bb18-ef096b3481a3-760,50,231,183,269,19.14,0.000%,.08685,0.07,0.23,823.3
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/573/feedback/schema-763,50,125,99,227,20.70,0.000%,.08686,0.09,0.06,1092.2
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/574/feedback/schema-764,50,123,99,205,17.92,0.000%,.08686,0.08,0.06,933.3
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/575/feedback/schema-762,50,125,100,257,22.85,0.000%,.08686,0.07,0.06,851.4
OLCE/olce-wp/categoria-indicador/medio-ambiente/-765,50,225,180,291,29.93,0.000%,.08684,2.01,0.07,23703.7
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/575/feedback/schema-766,50,122,90,189,20.56,0.000%,.08686,0.09,0.06,1007.1
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/574/feedback/schema-767,50,125,102,225,19.64,0.000%,.08686,0.10,0.06,1177.6
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/573/feedback/schema-768,50,128,97,196,21.09,0.000%,.08686,0.10,0.06,1128.9
OLCE/olce-wp/indicador/empresas-que-han-tomado-medidas-para-reducir-su-huella-de-carbono/-769,50,213,176,391,35.33,0.000%,.08684,1.91,0.07,22566.6
OLCE/vuce-olce-ui/indicador-nacional/5.3-771,50,15,12,53,5.99,0.000%,.08687,0.36,0.07,4229.1
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/574/feedback/schema-774,50,123,98,207,19.63,0.000%,.08685,0.08,0.07,933.3
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/575/feedback/schema-772,50,125,96,209,21.27,0.000%,.08685,0.07,0.07,854.8
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/573/feedback/schema-773,50,118,95,153,11.83,0.000%,.08685,0.08,0.07,959.6
OLCE/pass-through-https-cert/vuce-olce-api/v1/indicador/5.3-775,50,49,36,131,15.69,0.000%,.08687,0.12,0.06,1444.0
