Etiqueta,# Muestras,Media,Mín,Máx,Desv. Estándar,% Error,Rendimiento,Kb/sec,Sent KB/sec,Media de Bytes
OLCE/pass-through-https-cert/vuce-olce-api/v1/indicador/5.3-776,50,40,28,146,16.69,0.000%,.08688,0.10,0.24,1205.9
OLCE/pass-through-https-cert/vuce-olce-api/v1/indicador/table/5.3-777,50,20,15,45,5.98,0.000%,.08688,0.12,0.08,1390.0
OLCE/pass-through-https-cert/vuce-olce-api/v1/indicador/5.3-778,50,34,26,56,5.84,0.000%,.08688,0.09,0.25,1085.0
OLCE/pass-through-https-cert/vuce-olce-api/v1/indicador/table/5.3-779,50,42,30,69,8.50,0.000%,.08688,1.18,0.25,13902.8
OLCE/pass-through-https-cert/vuce-olce-api/v1/indicador/table/5.3-780,50,21,14,52,6.71,0.000%,.08689,0.12,0.08,1390.0
OLCE/pass-through-https-cert/vuce-olce-api/v1/indicador/table/5.3-781,50,39,29,56,5.98,0.000%,.08689,1.18,0.25,13902.9
OLCE/olce-wp/wp-json/olcerest/v2/indicador-782,50,159,133,243,20.60,0.000%,.08687,0.17,0.07,2041.7
OLCE/pass-through-https-cert/vuce-olce-api/v1/indicador/5.3-783,50,21,15,47,5.81,0.000%,.08689,0.12,0.08,1389.3
OLCE/olce-wp/categoria-indicador/medio-ambiente-784,50,351,266,526,47.82,0.000%,.08685,2.08,0.16,24576.7
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/573/feedback/schema-787,50,130,95,324,37.91,0.000%,.08687,0.08,0.07,959.6
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/575/feedback/schema-786,50,122,93,165,17.91,0.000%,.08687,0.08,0.07,885.3
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/574/feedback/schema-788,50,142,97,1043,130.17,0.000%,.08687,0.08,0.07,970.7
OLCE/olce-wp/indicador/empresas-que-miden-su-huella-de-carbono-del-sector-logistica/-789,50,230,176,430,36.37,0.000%,.08685,1.90,0.08,22444.8
OLCE/vuce-olce-ui/indicador-nacional/5.2-791,50,15,12,36,4.81,0.000%,.08687,0.36,0.08,4242.1
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/575/feedback/schema-792,50,127,102,224,23.01,0.000%,.08685,0.08,0.07,996.9
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/573/feedback/schema-793,50,125,98,192,20.62,0.000%,.08684,0.09,0.07,1095.0
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/574/feedback/schema-794,50,122,94,171,16.97,0.000%,.08685,0.09,0.07,1092.4
OLCE/pass-through-https-cert/vuce-olce-api/v1/indicador/5.2-795,50,21,15,41,5.44,0.000%,.08686,0.12,0.08,1388.9
OLCE/pass-through-https-cert/vuce-olce-api/v1/indicador/5.2-796,50,38,27,68,9.16,0.000%,.08686,0.12,0.25,1375.9
OLCE/pass-through-https-cert/vuce-olce-api/v1/indicador/table/5.2-797,50,20,16,45,5.66,0.000%,.08686,0.12,0.08,1389.8
OLCE/pass-through-https-cert/vuce-olce-api/v1/indicador/5.2-798,50,37,26,81,11.32,0.000%,.08685,0.12,0.25,1376.0
OLCE/pass-through-https-cert/vuce-olce-api/v1/indicador/table/5.2-799,50,39,29,87,10.03,0.000%,.08686,1.18,0.25,13899.8
OLCE/pass-through-https-cert/vuce-olce-api/v1/indicador/table/5.2-800,50,18,14,25,2.50,0.000%,.08686,0.12,0.08,1390.0
OLCE/pass-through-https-cert/vuce-olce-api/v1/indicador/table/5.2-801,50,40,30,76,8.65,0.000%,.08686,1.18,0.25,13899.2
OLCE/v1/tiles-803,50,1169,248,11337,2993.22,0.000%,.08682,0.01,0.02,138.0
OLCE/spocs-802,50,300,249,677,110.20,0.000%,.08853,0.12,0.05,1352.0
OLCE/success.txt-804,50,2470,71,11293,4486.74,0.000%,.08856,0.02,0.03,216.0
OLCE/canonical.html-806,50,50,34,182,38.60,0.000%,.08857,0.03,0.03,298.0
OLCE/success.txt-805,50,89,35,255,71.62,0.000%,.08857,0.02,0.03,216.0
OLCE/success.txt-807,50,38,35,48,2.32,0.000%,.08859,0.02,0.03,216.0
OLCE/success.txt-808,50,40,34,74,6.23,0.000%,.08859,0.02,0.03,216.0
OLCE/olce-wp/wp-json/olcerest/v2/indicador-809,50,176,142,282,29.98,0.000%,.08857,0.18,0.07,2082.0
OLCE/olce-wp/categoria-indicador/medio-ambiente-811,50,386,296,703,95.09,0.000%,.08855,2.13,0.16,24590.3
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/575/feedback/schema-813,50,128,99,235,23.27,0.000%,.08862,0.08,0.07,902.3
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/574/feedback/schema-815,50,130,100,204,27.81,0.000%,.08862,0.08,0.07,950.4
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/573/feedback/schema-814,50,132,101,269,33.73,0.000%,.08863,0.08,0.07,952.8
OLCE/olce-wp/categoria-indicador/flujos-y-comercio-exterior/-816,50,256,203,477,56.88,0.000%,.08863,2.21,0.08,25523.3
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/575/feedback/schema-817,50,131,95,242,30.20,0.000%,.08868,0.09,0.07,1024.1
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/574/feedback/schema-819,50,133,99,252,31.43,0.000%,.08869,0.09,0.07,1092.6
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/573/feedback/schema-818,50,135,101,278,32.02,0.000%,.08870,0.10,0.07,1122.0
OLCE/olce-wp/indicador/importaciones-a-traves-de-mecanismo-de-importa-facil/-820,50,248,171,617,80.36,0.000%,.08868,1.96,0.08,22640.4
OLCE/vuce-olce-ui/indicador-nacional/2.12-822,50,15,12,38,4.33,0.000%,.08877,0.36,0.08,4110.1
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/575/feedback/schema-824,50,135,98,275,32.19,0.000%,.08877,0.07,0.07,858.2
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/574/feedback/schema-825,50,141,103,466,56.45,0.000%,.08878,0.08,0.07,967.4
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/573/feedback/schema-823,50,138,100,326,41.47,0.000%,.08879,0.08,0.07,952.8
OLCE/submit/firefox-desktop/pageload/1/cc193f11-2008-42cc-b2eb-76b6f652190c-827,50,242,205,313,22.22,0.000%,.08879,0.07,0.32,819.3
OLCE/pass-through-https-cert/vuce-olce-api/v1/indicador/5.2-810,50,23,15,66,9.12,0.000%,.08882,0.12,0.08,1388.9
OLCE/pass-through-https-cert/vuce-olce-api/v1/indicador/2.12-826,50,40,15,1024,140.61,0.000%,.08882,0.12,0.08,1390.0
OLCE/olce-wp/categoria-indicador/flujos-y-comercio-exterior-828,50,392,287,771,86.16,0.000%,.08877,2.27,0.16,26168.1
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/573/feedback/schema-831,50,132,95,257,34.36,0.000%,.08884,0.10,0.07,1118.8
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/575/feedback/schema-830,50,138,101,295,39.23,0.000%,.08883,0.09,0.07,1031.0
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/574/feedback/schema-832,50,152,106,1042,130.04,0.000%,.08883,0.10,0.07,1096.0
OLCE/olce-wp/indicador/distribucion-de-las-importaciones-por-cuode-en-valor-monetario/-833,50,245,177,440,61.22,0.000%,.08882,1.97,0.08,22666.3
OLCE/vuce-olce-ui/indicador-nacional/2.2.2-835,50,15,12,37,4.35,0.000%,.08887,0.36,0.08,4123.7
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/573/feedback/schema-836,50,127,98,253,29.72,0.000%,.08885,0.08,0.07,946.0
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/574/feedback/schema-838,50,133,92,256,36.43,0.000%,.08886,0.08,0.07,960.4
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/575/feedback/schema-837,50,132,98,229,31.92,0.000%,.08887,0.07,0.07,858.2
OLCE/pass-through-https-cert/vuce-olce-api/v1/indicador/2.2.2-839,50,20,15,32,4.39,0.000%,.08889,0.12,0.08,1388.9
OLCE/pass-through-https-cert/vuce-olce-api/v1/indicador/2.2.2-840,50,68,46,131,16.49,0.000%,.08889,6.91,0.25,79547.6
OLCE/pass-through-https-cert/vuce-olce-api/v1/indicador/table/2.2.2-841,50,20,14,60,7.37,0.000%,.08889,0.12,0.08,1390.0
OLCE/pass-through-https-cert/vuce-olce-api/v1/indicador/2.2.2-842,50,86,49,1106,146.42,0.000%,.08889,6.91,0.25,79547.1
OLCE/pass-through-https-cert/vuce-olce-api/v1/indicador/table/2.2.2-843,50,322,271,418,31.87,0.000%,.08885,94.78,0.25,1092344.6
OLCE/olce-wp/categoria-indicador/flujos-y-comercio-exterior-844,50,380,286,611,78.37,0.000%,.08885,2.27,0.16,26212.2
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/574/feedback/schema-846,50,132,94,238,31.53,0.000%,.08893,0.10,0.07,1106.1
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/573/feedback/schema-848,50,135,98,324,39.62,0.000%,.08894,0.10,0.07,1105.2
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/575/feedback/schema-847,50,132,101,214,27.47,0.000%,.08896,0.09,0.07,1027.6
OLCE/olce-wp/indicador/distribucion-de-las-exportaciones-por-sector-economico-en-peso/-849,50,282,174,2309,295.67,0.000%,.08894,1.97,0.08,22674.4
OLCE/vuce-olce-ui/indicador-nacional/2.1.1-851,50,14,12,37,3.91,0.000%,.08900,0.36,0.08,4120.3
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/575/feedback/schema-852,50,129,101,242,25.06,0.000%,.08899,0.07,0.07,851.4
OLCE/pass-through-https-cert/vuce-olce-api/v1/indicador/2.1.1-855,50,21,15,54,6.53,0.000%,.08901,0.12,0.08,1388.9
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/574/feedback/schema-854,50,130,99,206,25.96,0.000%,.08899,0.08,0.07,957.1
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/573/feedback/schema-853,50,123,98,176,16.87,0.000%,.08900,0.08,0.07,939.1
OLCE/pass-through-https-cert/vuce-olce-api/v1/indicador/2.1.1-856,50,40,30,68,8.71,0.000%,.08902,0.68,0.25,7796.0
OLCE/pass-through-https-cert/vuce-olce-api/v1/indicador/table/2.1.1-857,50,21,13,65,9.03,0.000%,.08903,0.12,0.08,1390.0
OLCE/pass-through-https-cert/vuce-olce-api/v1/indicador/2.1.1-858,50,43,28,79,10.65,0.000%,.08902,0.68,0.25,7795.9
OLCE/pass-through-https-cert/vuce-olce-api/v1/indicador/table/2.1.1-859,50,131,102,227,26.03,0.000%,.08901,25.60,0.26,294549.0
Total,4650,183,12,12430,800.86,0.000%,7.75328,162.31,9.29,21437.2
