Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
OLCE/submit/firefox-desktop/baseline/1/561ad1e2-437e-41cf-a39f-a85762be4b6a-758,200,340,0,415,21.66,0.000%,147.71049,118.93,308.55,824.5
OLCE/olce-wp/-759,200,13253,0,24299,5997.70,0.000%,7.92456,178.99,3.75,23129.1
OLCE/v4/fullHashes:find-761,200,153,0,239,7.17,0.000%,8.55725,4.88,5.66,584.0
OLCE/submit/firefox-desktop/newtab/1/78953d1f-d019-42fb-bb18-ef096b3481a3-760,200,244,0,351,19.57,0.000%,8.51970,6.78,22.24,815.2
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/573/feedback/schema-763,200,14664,0,20283,3036.56,0.000%,5.93155,6.36,4.08,1098.2
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/574/feedback/schema-764,200,10382,0,12982,868.84,0.000%,7.61905,6.96,5.25,936.0
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/575/feedback/schema-762,200,10495,0,15394,1108.49,0.000%,6.60611,6.53,4.55,1012.0
OLCE/olce-wp/categoria-indicador/medio-ambiente/-765,200,17143,0,23138,3037.48,0.000%,5.12229,118.63,3.98,23714.9
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/575/feedback/schema-766,200,15014,0,21235,2738.51,0.000%,5.11208,5.83,3.69,1167.0
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/574/feedback/schema-767,200,10580,0,14786,1136.47,0.000%,6.22878,6.58,4.50,1082.4
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/573/feedback/schema-768,200,10329,0,15378,1144.32,0.000%,6.33212,7.70,4.58,1244.6
OLCE/olce-wp/indicador/empresas-que-han-tomado-medidas-para-reducir-su-huella-de-carbono/-769,200,15259,0,22178,2346.97,0.000%,5.27510,116.25,4.49,22566.3
OLCE/vuce-olce-ui/indicador-nacional/5.3-771,200,21,0,60,5.35,0.000%,7.01115,30.10,5.77,4395.5
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/574/feedback/schema-774,200,11009,0,14877,1029.31,0.000%,5.55880,5.96,4.60,1097.5
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/575/feedback/schema-772,200,10428,0,13345,1026.74,0.000%,5.96712,4.98,4.94,854.0
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/573/feedback/schema-773,200,10408,0,13503,967.40,0.000%,5.91296,6.31,4.90,1093.0
OLCE/pass-through-https-cert/vuce-olce-api/v1/indicador/5.3-775,200,229,0,1420,262.80,0.000%,9.11951,12.86,6.31,1444.0
OLCE/pass-through-https-cert/vuce-olce-api/v1/indicador/5.3-776,200,188,0,1013,171.51,0.000%,9.12909,10.75,25.52,1206.0
OLCE/pass-through-https-cert/vuce-olce-api/v1/indicador/table/5.3-777,200,129,0,559,130.44,0.000%,9.14411,12.41,8.38,1390.0
OLCE/pass-through-https-cert/vuce-olce-api/v1/indicador/5.3-778,200,179,0,1131,170.33,0.000%,9.13826,9.68,26.14,1085.0
OLCE/pass-through-https-cert/vuce-olce-api/v1/indicador/table/5.3-779,200,183,0,650,153.36,0.000%,9.14328,124.14,26.21,13903.1
OLCE/pass-through-https-cert/vuce-olce-api/v1/indicador/table/5.3-780,200,136,0,633,133.64,0.000%,9.15457,12.43,8.39,1390.0
OLCE/pass-through-https-cert/vuce-olce-api/v1/indicador/table/5.3-781,200,177,0,1238,166.96,0.000%,9.15416,124.28,26.24,13902.0
OLCE/olce-wp/wp-json/olcerest/v2/indicador-782,200,10602,0,12970,887.13,0.000%,6.11770,12.24,4.79,2048.6
OLCE/pass-through-https-cert/vuce-olce-api/v1/indicador/5.3-783,200,56,0,541,77.21,0.000%,8.92658,12.11,8.12,1389.2
OLCE/olce-wp/categoria-indicador/medio-ambiente-784,200,26726,0,34811,3256.76,0.000%,3.72266,89.94,6.82,24739.9
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/573/feedback/schema-787,200,14024,0,20432,2317.79,0.000%,4.61830,4.96,3.64,1099.0
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/575/feedback/schema-786,200,11000,0,16386,1306.09,0.000%,5.08854,4.22,4.01,849.7
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/574/feedback/schema-788,200,11127,0,16836,1466.44,0.000%,5.02765,5.39,3.96,1098.3
OLCE/olce-wp/indicador/empresas-que-miden-su-huella-de-carbono-del-sector-logistica/-789,200,15622,0,22405,2461.91,0.000%,4.27442,93.54,3.90,22409.4
OLCE/vuce-olce-ui/indicador-nacional/5.2-791,200,21,0,62,7.24,0.000%,5.72164,24.54,5.05,4391.3
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/575/feedback/schema-792,200,14238,0,18827,2297.22,0.000%,4.21834,4.13,3.47,1002.1
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/573/feedback/schema-793,200,10794,0,12826,878.58,0.000%,5.20400,5.52,4.28,1086.5
OLCE/olce-wp/wp-json/contact-form-7/v1/contact-forms/574/feedback/schema-794,200,10710,0,14179,930.23,0.000%,5.25845,6.37,4.33,1240.5
OLCE/pass-through-https-cert/vuce-olce-api/v1/indicador/5.2-795,173,876,0,15114,2450.63,0.000%,4.21622,5.72,3.84,1389.0
